"","verbatimScientificName","countryCode","locality","stateProvince","decimalLatitude","decimalLongitude","year","institutionCode","Range","IntroLat","IntroLong","...12"
"576","Cinnamomum camphora","US",NA,"Florida",27.974298,-82.726581,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"577","Cinnamomum camphora","US",NA,"Florida",28.072988,-81.70581,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"578","Cinnamomum camphora","US",NA,"Florida",30.691665,-81.91957,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"579","Cinnamomum camphora","US",NA,"Louisiana",29.984884,-90.099627,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"580","Cinnamomum camphora","US",NA,"Louisiana",29.984212,-90.093931,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"581","Cinnamomum camphora","US",NA,"Florida",30.119222,-81.55285,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"582","Cinnamomum camphora","US",NA,"Mississippi",30.442883,-88.426889,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"583","Cinnamomum camphora","US","San Jose State University campus","San Jose",37.335269,-121.881245,1977,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"584","Cinnamomum camphora","US",NA,"Florida",28.571728,-81.393476,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"585","Cinnamomum camphora","US","Douglas Fish Club along Satilla River at end of Douglas Fish Club Rd","SW of Old Hwy GA 259",31.02142,-81.90165,2006,"3033991","Invasive",28.9786,-96.64609,NA
"586","Cinnamomum camphora","US","Camp Pendleton: south-central portion of Base; Oscar One Training Area: Between Stuart Mesa Rd. and the Santa Margarita River; along the road that follows the Santa Margarita River. Square F5.","California",33.2694,-117.3816,2016,"RSA","Invasive",28.9786,-96.64609,NA
"587","Cinnamomum camphora","US",NA,"Florida",28.138833,-81.678938,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"588","Cinnamomum camphora","US",NA,"Florida",30.60782,-87.075417,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"589","Cinnamomum camphora","US",NA,"South Carolina",32.802789,-79.992185,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"590","Cinnamomum camphora","US",NA,"Florida",30.607792,-87.075417,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"591","Cinnamomum camphora","US",NA,"Florida",30.60853,-87.076303,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"592","Cinnamomum camphora","US",NA,"Florida",30.425858,-84.323517,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"593","Cinnamomum camphora","US",NA,"Florida",30.065201,-81.70502,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"594","Cinnamomum camphora","US",NA,"Louisiana",30.450845,-90.063332,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"595","Cinnamomum camphora","US",NA,"Florida",30.507003,-84.237813,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"596","Cinnamomum camphora","US",NA,"Florida",30.037292,-81.814935,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"597","Cinnamomum camphora","US",NA,"Georgia",31.216887,-81.383238,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"598","Cinnamomum camphora","US",NA,"Florida",28.567633,-81.501883,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"599","Cinnamomum camphora","US",NA,"Texas",30.056925,-95.266792,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"600","Cinnamomum camphora","US",NA,"Florida",28.646375,-81.207367,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"601","Cinnamomum camphora","US",NA,"Florida",28.055768,-82.401214,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"602","Cinnamomum camphora","US",NA,"Florida",29.019272,-82.559219,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"603","Cinnamomum camphora","US",NA,"Georgia",32.46947,-81.785133,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"604","Cinnamomum camphora","US",NA,"Texas",29.710742,-95.648863,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"605","Cinnamomum camphora","US",NA,"Louisiana",30.451438,-90.062203,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"606","Cinnamomum camphora","US",NA,"Florida",28.059378,-81.731225,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"607","Cinnamomum camphora","US",NA,"Louisiana",30.437778,-91.116269,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"608","Cinnamomum camphora","US",NA,"Kentucky",36.909221,-88.790628,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"609","Cinnamomum camphora","US",NA,"Florida",28.568106,-82.546594,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"610","Cinnamomum camphora","US",NA,"Louisiana",29.937125,-90.133461,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"611","Cinnamomum camphora","US",NA,"Florida",30.277058,-81.647413,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"612","Cinnamomum camphora","US",NA,"Florida",27.966245,-82.734345,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"613","Cinnamomum camphora","US","Mission Valley Preserve: along the San Diego River north of Mission Hills and just east of the intersection of Interstate 5 & Interstate 8; along the south side of Friars Road","California",32.7625,-117.19917,2004,"SD","Invasive",28.9786,-96.64609,NA
"614","Cinnamomum camphora","US","City of San Diego; Tecolote Canyon Natural Park; Chateau Dr. entrance; trail west to third stream crossing","then north on trail toward North Clairemont Rec. Center about 120m; plant is about 5m west of trail",32.82858,-117.19664,2013,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"615","Cinnamomum camphora","US","Peninsular Ranges","Blue Sky Ecological Reserve",33.01639,-117.00611,2005,NA,"Invasive",28.9786,-96.64609,NA
"616","Cinnamomum camphora","US","Camp Pendleton: south-central portion of Base; Oscar One Training Area: between Stuart Mesa Rd. and the Santa Margarita River; along the road that follows the Santa Margarita River","California",33.26938,-117.38155,2016,"SD","Invasive",28.9786,-96.64609,NA
"617","Cinnamomum camphora","US","City of San Diego; Tecolote Canyon Natural Park; Acworth Ave. entrance; trail south to main trail","then west to third stream crossing",32.79672,-117.18304,2013,"3033991","Invasive",28.9786,-96.64609,NA
"618","Cinnamomum camphora","US","City of San Diego; Tecolote Canyon Natural Park; 15m north of main trail downhill and west from Mt. Culebra Avenue entrance","beside pool in drainage",32.81519,-117.1877,2015,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"619","Cinnamomum camphora","US",NA,"Florida",29.726788,-84.986747,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"620","Cinnamomum camphora","US",NA,"Florida",27.939974,-81.851535,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"621","Cinnamomum camphora","US",NA,"Florida",28.587361,-81.302327,2015,"iNaturalist","Invasive",28.9786,-96.64609,NA
"622","Cinnamomum camphora","US",NA,"Louisiana",29.993824,-90.093091,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"623","Cinnamomum camphora","US",NA,"Florida",28.615732,-82.3634,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"624","Cinnamomum camphora","US","city of San Francisco","street tree",37.77306,-122.42,2006,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"625","Cinnamomum camphora","US","University of California","Riverside",33.97361,-117.32722,1968,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"626","Cinnamomum camphora","US","Griffith Park","lower Brush Canyon",34.12453,-118.31406,2014,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"627","Cinnamomum camphora","US","1.1 mi. NW (320Â°) of Coloma","Little Rd. along the NE side of South Fork American River; 0.2 mile north of CA-49",38.81194,-120.90333,2013,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"628","Cinnamomum camphora","US","Blue Sky Ecological Reserve","east of Rancho Bernardo and north of Poway",33.01639,-117.00611,2005,"3033991","Invasive",28.9786,-96.64609,NA
"629","Cinnamomum camphora","US","Lake Natoma. Immed. SW of Willow Bay parking area.","California",38.648333,-121.191389,2010,"CHSC","Invasive",28.9786,-96.64609,NA
"630","Cinnamomum camphora","US","Ca. 20 ft. SE Big Chico Creek","just south of PSA bridge",39.7308329990724,-121.843889,1968,"3033991","Invasive",28.9786,-96.64609,NA
"631","Cinnamomum camphora","US","Children's Playground","e side of Chemistry Bldg",39.7311109990724,-121.842778,1975,"3033991","Invasive",28.9786,-96.64609,NA
"632","Cinnamomum camphora","US","West Campus","California",33.786831,-118.114622,1953,"LOB","Invasive",28.9786,-96.64609,NA
"633","Cinnamomum camphora","US",NA,"Florida",30.524379,-84.267742,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"634","Cinnamomum camphora","US",NA,"Alabama",31.143059,-87.244762,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"635","Cinnamomum camphora","US",NA,"Louisiana",29.807187,-90.1225,2014,"iNaturalist","Invasive",28.9786,-96.64609,NA
"636","Cinnamomum camphora","US",NA,"Florida",28.00065,-82.586386,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"637","Cinnamomum camphora","US",NA,"Texas",29.699545,-95.452103,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"638","Cinnamomum camphora","US",NA,"Mississippi",30.350494,-88.552227,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"639","Cinnamomum camphora","US",NA,"Texas",29.906737,-95.157293,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"640","Cinnamomum camphora","US",NA,"Texas",29.766154,-95.429935,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"641","Cinnamomum camphora","US",NA,"California",37.574906,-122.319758,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"642","Cinnamomum camphora","US",NA,"Louisiana",30.215149,-93.212378,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"643","Cinnamomum camphora","US",NA,"California",37.494525,-122.263962,2015,"iNaturalist","Invasive",28.9786,-96.64609,NA
"644","Cinnamomum camphora","US",NA,"Florida",27.956135,-81.718135,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"645","Cinnamomum camphora","US",NA,"Florida",29.709822,-85.154433,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"646","Cinnamomum camphora","US","Parking lot border at La Quinta Inn","Tampa Bay",27.816175,-82.678267,2012,"3033991","Invasive",28.9786,-96.64609,NA
"647","Cinnamomum camphora","US","LA 1","1 mi S of Napoleonville",29.925962,-91.024821,1978,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"648","Cinnamomum camphora","US","Street tree in San Luis Obispo","California",35.26524,-120.65907,2010,"OBI","Invasive",28.9786,-96.64609,NA
"649","Cinnamomum camphora","US","Cal Poly campus","California",35.30521,-120.66555,1955,"OBI","Invasive",28.9786,-96.64609,NA
"650","Cinnamomum camphora","US",NA,"Florida",30.436488,-81.636673,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"651","Cinnamomum camphora","US",NA,"Florida",29.709795,-85.154472,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"652","Cinnamomum camphora","US",NA,"Florida",29.68329,-82.355461,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"653","Cinnamomum camphora","US","San Diego","California",32.762,-117.199,2004,NA,"Invasive",28.9786,-96.64609,NA
"654","Cinnamomum camphora","US","Putnam Co.","Ordway Swisher Biological Station",29.688,-82.014,2013,"MATERIAL_SAMPLE","Invasive",28.9786,-96.64609,NA
"655","Cinnamomum camphora","US",NA,"Florida",30.237955,-81.700745,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"656","Cinnamomum camphora","US",NA,"Florida",30.532873,-84.284216,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"657","Cinnamomum camphora","US",NA,"Florida",28.084423,-81.821159,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"658","Cinnamomum camphora","US",NA,"Alabama",30.637253,-87.858879,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"659","Cinnamomum camphora","US",NA,"Florida",30.525383,-84.284205,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"660","Cinnamomum camphora","US",NA,"Louisiana",30.294613,-93.258637,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"661","Cinnamomum camphora","US",NA,"Florida",30.434527,-84.318664,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"662","Cinnamomum camphora","US",NA,"Texas",29.769519,-95.451969,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"663","Cinnamomum camphora","US",NA,"Florida",30.452626,-84.274358,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"664","Cinnamomum camphora","US",NA,"Florida",30.452088,-84.325062,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"665","Cinnamomum camphora","US",NA,"Florida",30.5068,-84.237863,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"666","Cinnamomum camphora","US",NA,"Florida",30.498029,-84.30142,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"667","Cinnamomum camphora","US",NA,"Florida",30.501462,-84.315002,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"668","Cinnamomum camphora","US",NA,"Alabama",30.231017,-88.010777,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"669","Cinnamomum camphora","US",NA,"Louisiana",30.186172,-93.247833,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"670","Cinnamomum camphora","US",NA,"Florida",30.445118,-84.186347,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"671","Cinnamomum camphora","US",NA,"Texas",29.4194,-95.2498,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"672","Cinnamomum camphora","US",NA,"Florida",30.428278,-84.275663,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"673","Cinnamomum camphora","US",NA,"Florida",27.57957,-82.576355,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"674","Cinnamomum camphora","US",NA,"Florida",28.30162,-81.452255,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"675","Cinnamomum camphora","US",NA,"Florida",27.762405,-81.788915,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"676","Cinnamomum camphora","US",NA,"Florida",28.022975,-81.785537,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"677","Cinnamomum camphora","US",NA,"Mississippi",30.39235,-88.546089,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"678","Cinnamomum camphora","US","at Clifford R. Parks' garden","Chapel Hill",35.877004,-79.128935,1991,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"679","Cinnamomum camphora","US",NA,"Florida",30.461865,-84.289796,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"680","Cinnamomum camphora","US",NA,"Mississippi",30.414803,-88.542411,2016,"iNaturalist","Invasive",28.9786,-96.64609,NA
"681","Cinnamomum camphora","US",NA,"Louisiana",29.808997,-90.128565,2017,"iNaturalist","Invasive",28.9786,-96.64609,NA
"682","Cinnamomum camphora","US",NA,"Louisiana",29.808033,-90.126619,2016,"iNaturalist","Invasive",28.9786,-96.64609,NA
"683","Cinnamomum camphora","US",NA,"Texas",29.527306,-94.765159,2016,"iNaturalist","Invasive",28.9786,-96.64609,NA
"684","Cinnamomum camphora","US",NA,"Florida",27.991858,-81.595256,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"685","Cinnamomum camphora","US",NA,"Texas",30.103352,-93.935703,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"686","Cinnamomum camphora","US",NA,"Mississippi",30.406169,-88.819991,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"687","Cinnamomum camphora","US",NA,"Florida",28.050751,-81.772356,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"688","Cinnamomum camphora","US",NA,"Florida",28.439617,-82.2006,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"689","Cinnamomum camphora","US",NA,"Florida",30.419642,-84.285928,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"690","Cinnamomum camphora","US",NA,"Florida",28.081339,-81.948708,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"691","Cinnamomum camphora","US",NA,"Florida",27.993097,-82.456649,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"692","Cinnamomum camphora","US",NA,"Texas",29.76381,-95.413201,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"693","Cinnamomum camphora","US",NA,"Louisiana",30.523849,-91.095617,2015,"iNaturalist","Invasive",28.9786,-96.64609,NA
"694","Cinnamomum camphora","US",NA,"Texas",29.706981,-95.447939,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"695","Cinnamomum camphora","US",NA,"Georgia",31.36557,-81.415511,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"696","Cinnamomum camphora","US",NA,"Florida",30.480528,-81.649895,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"697","Cinnamomum camphora","US",NA,"Florida",28.098192,-81.932953,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"698","Cinnamomum camphora","US",NA,"Mississippi",30.43487,-88.525078,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"699","Cinnamomum camphora","US",NA,"Mississippi",30.392667,-88.625839,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"700","Cinnamomum camphora","US",NA,"Louisiana",30.385601,-91.208412,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"701","Cinnamomum camphora","US",NA,"Louisiana",30.265617,-93.200073,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"702","Cinnamomum camphora","US",NA,"Florida",28.326263,-81.481042,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"703","Cinnamomum camphora","US",NA,"Florida",28.093313,-81.949987,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"704","Cinnamomum camphora","US",NA,"Mississippi",30.41593,-88.541938,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"705","Cinnamomum camphora","US",NA,"Mississippi",30.415381,-88.541802,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"706","Cinnamomum camphora","US",NA,"Mississippi",30.415702,-88.541656,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"707","Cinnamomum camphora","US",NA,"Mississippi",30.415613,-88.541759,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"708","Cinnamomum camphora","US",NA,"Florida",30.432894,-84.294431,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"709","Cinnamomum camphora","US",NA,"Mississippi",30.415276,-88.541776,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"710","Cinnamomum camphora","US",NA,"Mississippi",30.41538,-88.541759,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"711","Cinnamomum camphora","US",NA,"Mississippi",30.416008,-88.542213,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"712","Cinnamomum camphora","US",NA,"Mississippi",30.415382,-88.54142,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"713","Cinnamomum camphora","US",NA,"Mississippi",30.415597,-88.541733,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"714","Cinnamomum camphora","US",NA,"Mississippi",30.415644,-88.541528,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"715","Cinnamomum camphora","US",NA,"Mississippi",30.415478,-88.541252,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"716","Cinnamomum camphora","US",NA,"Mississippi",30.41572,-88.418432,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"717","Cinnamomum camphora","US",NA,"Florida",28.050586,-82.365551,2017,"iNaturalist","Invasive",28.9786,-96.64609,NA
"718","Cinnamomum camphora","US",NA,"Florida",30.538483,-84.251085,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"719","Cinnamomum camphora","US",NA,"Alabama",31.031325,-85.863356,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"720","Cinnamomum camphora","US",NA,"Alabama",30.249688,-88.08321,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"721","Cinnamomum camphora","US",NA,"Alabama",31.10145,-85.708479,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"722","Cinnamomum camphora","US",NA,"Alabama",31.032656,-85.862883,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"723","Cinnamomum camphora (L.) J. Presl","US","Maui Island","east",20.6,-156.4,1962,"3033991","Invasive",28.9786,-96.64609,NA
"724","Cinnamomum camphora (L.) J. Presl","US","Maui Island","east",20.6,-156.4,1962,"3033991","Invasive",28.9786,-96.64609,NA
"725","Cinnamomum camphora","US",NA,"Mississippi",30.434864,-88.524874,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"726","Cinnamomum camphora","US",NA,"Mississippi",30.407668,-88.81825,2019,"iNaturalist","Invasive",28.9786,-96.64609,NA
"727","Cinnamomum camphora","US","Organic Farm between Clearwater & Safety Harbor",NA,27.989328,-82.722832,2018,"naturgucker","Invasive",28.9786,-96.64609,NA
"728","Cinnamomum camphora","US",NA,"Texas",29.423699,-95.240837,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"729","Cinnamomum camphora","US",NA,"Louisiana",30.446245,-91.153764,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"730","Cinnamomum camphora","US",NA,"Alabama",30.249716,-88.083809,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"731","Cinnamomum camphora (L.) J. Presl","US","USA, Georgia: Chatham Cty, Savannah National Wildlife Refuge, W edge of Onslow Island, on high berm above Savannah River, 935 m S of GA-25, 32.15709Â° -81.15238Â° [32Â°9'25.52""N 81Â°9'8.57""W], 5 m.",NA,32.15694,-81.1525,2016,"W","Invasive",28.9786,-96.64609,NA
"732","Cinnamomum camphora","US",NA,"Florida",27.973438,-81.902755,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"733","Cinnamomum camphora","US",NA,"Mississippi",30.350294,-88.715369,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"734","Cinnamomum camphora","US",NA,"Florida",30.45991,-84.273837,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"735","Cinnamomum camphora","US",NA,"Alabama",31.430801,-86.956178,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"736","Cinnamomum camphora","US",NA,"Mississippi",30.446241,-88.661407,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"737","Cinnamomum camphora","US",NA,"Florida",28.295056,-82.063956,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"738","Cinnamomum camphora","US","County Highway 270A","at Eddie Williams Road",30.600833,-84.787222,2004,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"739","Cinnamomum camphora","US",NA,"Florida",28.092595,-82.632802,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"740","Cinnamomum camphora (L.) J.Presl","US","City of Charleston at northern end","ca 300 m W of Charleston Harbor at large cemetery",32.813408,-79.946164,2011,"PRESERVED_SPECIMEN","Invasive",28.9786,-96.64609,NA
"741","Cinnamomum camphora (L.) J.Presl","US",NA,"California",34.052234,-118.243685,1931,"NY","Invasive",28.9786,-96.64609,NA
"742","Cinnamomum camphora (L.) J.Presl","US",NA,"Florida",29.674755,-82.357701,1986,"NY","Invasive",28.9786,-96.64609,NA
"743","Cinnamomum camphora (L.) J.Presl","US",NA,"Florida",26.606391,-81.959398,1977,"NY","Invasive",28.9786,-96.64609,NA
"744","Cinnamomum camphora (L.) Nees & Eberm.","US","Hitching Post Farms","Hwy 40",29.22,-81.47,1994,"3033991","Invasive",28.9786,-96.64609,NA
"745","Cinnamomum camphora (L.) J.Presl","US",NA,"Florida",29.727612,-82.793501,1981,"NY","Invasive",28.9786,-96.64609,NA
"746","Cinnamomum camphora (L.) J.Presl","US",NA,"California",37.770247,-122.435949,1919,"NY","Invasive",28.9786,-96.64609,NA
"747","Cinnamomum camphora (L.) J.Presl","US",NA,"Florida",29.694888,-82.328259,1940,"NY","Invasive",28.9786,-96.64609,NA
"748","Cinnamomum camphora (L.) J.Presl","US",NA,"Alabama",30.685147,-88.19753,1970,"NY","Invasive",28.9786,-96.64609,NA
"749","Cinnamomum camphora (L.) J.Presl","US","Iberia","Louisiana",30,-91.8167,1992,"NY","Invasive",28.9786,-96.64609,NA
"750","Cinnamomum camphora (L.) J.Presl","US",NA,"Florida",28.557377,-82.425917,1964,"NY","Invasive",28.9786,-96.64609,NA
"751","Cinnamomum camphora (L.) J.Presl","US",NA,"South Carolina",34.855969,-82.740422,1991,"NY","Invasive",28.9786,-96.64609,NA
"752","Cinnamomum camphora (L.) J.Presl","US",NA,"Florida",26.606391,-81.959398,1977,"NY","Invasive",28.9786,-96.64609,NA
"753","Cinnamomum camphora (L.) J.Presl","US",NA,"Florida",30.479345,-84.357532,1958,"NY","Invasive",28.9786,-96.64609,NA
"754","Cinnamomum camphora","US",NA,"Alabama",30.647326,-88.115127,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"755","Cinnamomum camphora","US",NA,"Louisiana",29.793413,-90.12175,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"756","Cinnamomum camphora","US",NA,"Alabama",30.252114,-88.102897,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"757","Cinnamomum camphora","US",NA,"Mississippi",30.407897,-88.530639,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"758","Cinnamomum camphora","US","Beaufort","South Carolina",32.34155,-80.372298,2004,"USCH","Invasive",28.9786,-96.64609,NA
"759","Cinnamomum camphora","US","Locality Not Recorded","South Carolina",32.4008,-81.1612,2010,"USCH","Invasive",28.9786,-96.64609,NA
"760","Cinnamomum camphora","US","Charleston","South Carolina",32.899654,-80.136215,2006,"USCH","Invasive",28.9786,-96.64609,NA
"761","Cinnamomum camphora","US","Summerville","South Carolina",33.020458,-80.174926,1993,"USCH","Invasive",28.9786,-96.64609,NA
"762","Cinnamomum camphora","US","Hardeeville","South Carolina",32.129941,-81.013392,2016,"USCH","Invasive",28.9786,-96.64609,NA
"763","Cinnamomum camphora","US",NA,"Florida",30.432298,-81.690255,2017,"iNaturalist","Invasive",28.9786,-96.64609,NA
"764","Cinnamomum camphora","US",NA,"California",37.973923,-122.539949,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"765","Cinnamomum camphora","US",NA,"California",34.170249,-118.566078,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"766","Cinnamomum camphora","US",NA,"Mississippi",30.417675,-88.540047,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"767","Cinnamomum camphora","US",NA,"Texas",29.439311,-95.224872,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"768","Cinnamomum camphora","US",NA,"Texas",30.09165,-95.40703,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"769","Cinnamomum camphora","US",NA,"Louisiana",30.187621,-93.248356,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"770","Cinnamomum camphora","US",NA,"Louisiana",30.217442,-93.226181,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"771","Cinnamomum camphora","US",NA,"Mississippi",30.418572,-88.796272,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"772","Cinnamomum camphora","US",NA,"Louisiana",30.187508,-93.248229,2018,"iNaturalist","Invasive",28.9786,-96.64609,NA
"773","Cinnamomum camphora","US",NA,"Florida",26.973876,-82.096481,2012,"iNaturalist","Invasive",28.9786,-96.64609,NA
